ID OMM station;Date;Pression au niveau mer;Variation de pression en 3 heures;Type de tendance barométrique;Direction du vent moyen 10 mn;Vitesse du vent moyen 10 mn;Température;Point de rosée;Humidité;Visibilité horizontale;Temps présent;Temps passé 1;Temps passé 2;Nebulosité totale;Nébulosité  des nuages de l' étage inférieur;Hauteur de la base des nuages de l'étage inférieur;Type des nuages de l'étage inférieur;Type des nuages de l'étage moyen;Type des nuages de l'étage supérieur;Pression station;Niveau barométrique;Géopotentiel;Variation de pression en 24 heures;Température minimale sur 12 heures;Température minimale sur 24 heures;Température maximale sur 12 heures;Température maximale sur 24 heures;Température minimale du sol sur 12 heures;Méthode de mesure Température du thermomètre mouillé;Température du thermomètre mouillé;Rafale sur les 10 dernières minutes;Rafales sur une période;Periode de mesure de la rafale;Etat du sol;Hauteur totale de la couche de neige, glace, autre au sol;Hauteur de la neige fraîche;Periode de mesure de la neige fraiche;Précipitations dans la dernière heure;Précipitations dans les 3 dernières heures;Précipitations dans les 6 dernières heures;Précipitations dans les 12 dernières heures;Précipitations dans les 24 dernières heures;Phénomène spécial 1;Phénomène spécial 2;Phénomène spécial 3;Phénomène spécial 4;Nébulosité couche nuageuse 1;Type nuage 1;Hauteur de base 1;Nébulosité couche nuageuse 2;Type nuage 2;Hauteur de base 2;Nébulosité couche nuageuse 3;Type nuage 3;Hauteur de base 3;Nébulosité couche nuageuse 4;Type nuage 4;Hauteur de base 4;Coordonnees;Nom;Type de tendance barométrique;Temps passé 1;Temps présent;Température (°C);Température minimale sur 12 heures (°C);Température minimale sur 24 heures (°C);Température maximale sur 12 heures (°C);Température maximale sur 24 heures (°C);Température minimale du sol sur 12 heures (en °C);Latitude;Longitude;Altitude;communes (name);communes (code);EPCI (name);EPCI (code);department (name);department (code);region (name);region (code);mois_de_l_annee
07149;2022-04-14T14:00:00+02:00;102230;-30.0;7;10;2.8;292.85;284.65;59;20000.0;1;1;1;40.0;2;1250.0;32;20;11;101170.0;;;400.0;;;;;;;;6.2;6.2;-10.0;0;0.0;0.0;-60.0;0.0;0.0;0.0;0.0;0.0;;;;;2.0;8;1200.0;1.0;0;8000.0;;;;;;;48.716833, 2.384333;ORLY;En baisse;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;Dans l’ensemble, nuages se dissipant ou devenant moins épais;19.700000000000045;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;4
07149;2022-04-17T20:00:00+02:00;101900;-90.0;6;100;2.9;290.85;275.15;35;59370.0;2;1;1;60.0;0;7000.0;30;20;11;100830.0;;;-720.0;281.65;;293.95;;;;;4.3;6.1;-10.0;0;;;;0.0;0.0;0.0;0.0;0.0;;;;;5.0;0;7000.0;;;;;;;;;;48.716833, 2.384333;ORLY;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;État du ciel inchangé dans l’ensemble;17.700000000000045;8.5;;20.80000000000001;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;4
07149;2022-04-20T05:00:00+02:00;101210;-90.0;8;340;3.1;280.85;278.95;88;9000.0;1;2;2;60.0;0;5000.0;30;20;12;100110.0;;;-350.0;;;;;;;;4.8;5.2;-10.0;0;0.0;0.0;-30.0;0.0;0.0;0.0;-0.1;-0.1;;;;;1.0;0;5000.0;5.0;0;7500.0;;;;;;;48.716833, 2.384333;ORLY;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Dans l’ensemble, nuages se dissipant ou devenant moins épais;7.7000000000000455;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;4
07149;2022-04-25T17:00:00+02:00;101220;-10.0;5;360;3.9;288.35;276.15;44;31780.0;0;0;0;;5;1750.0;;;;100150.0;;;820.0;;;;;;;;7.4;8.8;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;3.0;;1980.0;5.0;;2460.0;;;;;;;48.716833, 2.384333;ORLY;En baisse, puis en hausse, la pression atmosphérique est la même ou plus basse que trois heures auparavant;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;15.200000000000045;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;4
07149;2022-04-25T23:00:00+02:00;101510;200.0;2;10;4.6;283.85;277.55;65;20000.0;1;0;0;0.0;0;;30;20;10;100420.0;;;740.0;;;;;;;;8.8;8.9;-10.0;0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;48.716833, 2.384333;ORLY;En hausse;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;Dans l’ensemble, nuages se dissipant ou devenant moins épais;10.700000000000045;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;4
07149;2022-04-28T08:00:00+02:00;102590;120.0;3;30;4.5;282.85;278.85;76;15000.0;2;1;1;60.0;0;8000.0;30;20;11;101490.0;;;270.0;281.55;;290.75;;;;;7.7;7.7;-10.0;0;0.0;0.0;-60.0;0.0;0.0;0.0;0.0;0.0;;;;;5.0;0;8000.0;;;;;;;;;;48.716833, 2.384333;ORLY;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;État du ciel inchangé dans l’ensemble;9.700000000000045;8.400000000000034;;17.600000000000023;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;4
07149;2022-03-12T13:00:00+01:00;101630;-50.0;8;170;3.5;283.05;280.45;84;38740.0;3;2;2;90.0;7;450.0;35;;;100540.0;;;620.0;;;;;;;;6.1;6.3;-10.0;1;0.0;0.0;-60.0;0.0;0.2;0.2;0.2;4.8;;;;;6.0;6;450.0;6.0;6;870.0;;;;;;;48.716833, 2.384333;ORLY;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Nuages en formation ou en train de se développer;9.900000000000034;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;3
07149;2022-03-15T16:00:00+01:00;102100;-120.0;6;150;2.6;284.05;283.25;95;10000.0;1;2;2;100.0;7;150.0;35;;;101010.0;;;-550.0;;;;;;;;4.2;4.2;-10.0;1;0.0;0.0;-30.0;0.0;0.0;0.6;4.2;4.4;;;;;1.0;7;180.0;6.0;6;990.0;7.0;6;1350.0;;;;48.716833, 2.384333;ORLY;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Dans l’ensemble, nuages se dissipant ou devenant moins épais;10.900000000000034;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;3
07149;2022-03-15T22:00:00+01:00;102180;20.0;0;70;2.2;283.45;282.65;95;18000.0;1;2;2;90.0;7;1250.0;35;;;101080.0;;;-480.0;;;;;;;;3.4;4.0;-10.0;1;0.0;0.0;-30.0;0.0;0.0;0.0;0.6;4.4;;;;;7.0;6;1260.0;;;;;;;;;;48.716833, 2.384333;ORLY;En hausse, puis en baisse la pression atmosphérique est la même ou plus haute que trois heures auparavant;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Dans l’ensemble, nuages se dissipant ou devenant moins épais;10.300000000000011;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;3
07149;2022-03-16T22:00:00+01:00;102080;200.0;3;260;3.6;285.45;282.95;85;10810.0;3;2;2;100.0;7;800.0;35;;;100990.0;;;-90.0;;;;;;;;5.1;5.4;-10.0;1;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;0.0;;;;;7.0;6;760.0;;;;;;;;;;48.716833, 2.384333;ORLY;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Nuages en formation ou en train de se développer;12.300000000000011;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;3
07149;2022-03-22T04:00:00+01:00;102880;20.0;1;140;1.1;281.75;275.95;67;20000.0;2;0;0;0.0;0;;30;20;10;101770.0;;;120.0;;;;;;;;1.5;2.4;-10.0;0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;48.716833, 2.384333;ORLY;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;État du ciel inchangé dans l’ensemble;8.600000000000023;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;3
07149;2022-03-25T04:00:00+01:00;102750;-40.0;6;30;3.2;282.65;272.45;49;15000.0;2;0;0;0.0;0;;30;20;10;101640.0;;;-80.0;;;;;;;;4.1;4.9;-10.0;0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;48.716833, 2.384333;ORLY;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;État du ciel inchangé dans l’ensemble;9.5;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;3
07149;2022-03-27T11:00:00+02:00;102850;50.0;2;60;3.7;286.35;277.75;56;20000.0;2;0;0;0.0;0;;30;20;10;101760.0;;;-10.0;;;;;;;;6.4;7.0;-10.0;0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;48.716833, 2.384333;ORLY;En hausse;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;État du ciel inchangé dans l’ensemble;13.200000000000045;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;3
07149;2022-03-28T02:00:00+02:00;102640;-60.0;8;10;0.7;281.75;274.65;61;15000.0;2;0;0;0.0;0;;30;20;10;101530.0;;;-180.0;;;;;;;;1.0;1.8;-10.0;0;0.0;0.0;-60.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;48.716833, 2.384333;ORLY;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;État du ciel inchangé dans l’ensemble;8.600000000000023;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;3
07149;2022-01-27T16:00:00+01:00;103160;-80.0;7;220;4.9;278.85;276.35;84;6870.0;3;2;2;90.0;7;450.0;35;;;102030.0;;;-350.0;;;;;;;;7.9;8.1;-10.0;0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;0.0;;;;;3.0;6;450.0;7.0;6;870.0;;;;;;;48.716833, 2.384333;ORLY;En baisse;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Nuages en formation ou en train de se développer;5.7000000000000455;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;1
07149;2022-09-07T02:00:00+02:00;101420;0.0;4;190;1.8;291.05;289.35;90;40570.0;0;;;;0;;;;;100360.0;;;-150.0;;;;;;;;2.7;2.9;-10.0;1;0.0;;;0.0;1.0;1.0;1.0;1.4;;;;;;;;;;;;;;;;;48.716833, 2.384333;ORLY;Stationnaire, la pression atmosphérique est la même que trois heures auparavant;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;17.900000000000034;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;9
07149;2022-09-07T08:00:00+02:00;101480;90.0;1;200;2.8;289.65;287.25;86;25000.0;1;2;2;90.0;5;3650.0;30;27;11;100420.0;;;-180.0;289.15;;298.75;;;;;4.7;4.7;-10.0;1;0.0;0.0;-60.0;0.0;0.0;0.0;1.0;1.2;;;;;5.0;3;3650.0;4.0;0;7800.0;;;;;;;48.716833, 2.384333;ORLY;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Dans l’ensemble, nuages se dissipant ou devenant moins épais;16.5;16.0;;25.600000000000023;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;9
07149;2022-09-10T02:00:00+02:00;101510;50.0;0;230;4.3;288.05;286.75;92;35000.0;0;;;;0;;;;;100440.0;;;400.0;;;;;;;;6.4;9.0;-10.0;0;0.0;;;0.0;0.0;0.0;1.0;1.0;;;;;;;;;;;;;;;;;48.716833, 2.384333;ORLY;En hausse, puis en baisse la pression atmosphérique est la même ou plus haute que trois heures auparavant;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;14.900000000000034;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;9
07149;2022-09-10T20:00:00+02:00;101800;20.0;3;260;4.2;290.95;288.55;86;58260.0;0;;;100.0;1;800.0;;;;100740.0;;;470.0;287.85;;293.45;;;;;6.2;6.3;-10.0;;0.0;;;0.0;1.4;8.8;9.4;9.4;;;;;1.0;;810.0;7.0;;2100.0;8.0;;2460.0;;;;48.716833, 2.384333;ORLY;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;17.80000000000001;14.700000000000045;;20.30000000000001;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;9
07149;2022-06-27T02:00:00+02:00;101570;0.0;0;260;2.3;288.45;285.95;85;35080.0;0;;;;2;2820.0;;;;100500.0;;;150.0;;;;;;;;3.0;3.8;-10.0;0;0.0;;;-0.1;-0.1;-0.1;-0.1;0.2;;;;;2.0;;2820.0;;;;;;;;;;48.716833, 2.384333;ORLY;En hausse, puis en baisse la pression atmosphérique est la même ou plus haute que trois heures auparavant;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;15.300000000000011;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;6
07149;2022-06-30T08:00:00+02:00;101410;40.0;3;160;2.3;287.05;286.25;95;12000.0;61;6;6;100.0;5;150.0;37;27;;100340.0;;;-140.0;286.95;;297.55;;;;;3.6;3.6;-10.0;1;0.0;0.0;-60.0;1.0;1.8;1.8;1.8;1.8;;;;;4.0;7;180.0;8.0;3;2600.0;;;;;;;48.716833, 2.384333;ORLY;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;Pluie;Pluie, sans congélation, continue, faible au moment de l’observation;13.900000000000034;13.800000000000011;;24.400000000000034;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;6
07149;2022-07-01T17:00:00+02:00;102060;40.0;3;240;3.8;294.55;280.75;41;34370.0;1;2;2;90.0;7;1750.0;38;;;101010.0;;;540.0;;;;;;;;6.7;8.0;-10.0;0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;-0.1;;;;;2.0;8;1810.0;7.0;6;2300.0;;;;;;;48.716833, 2.384333;ORLY;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Dans l’ensemble, nuages se dissipant ou devenant moins épais;21.400000000000034;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;7
07149;2022-07-07T08:00:00+02:00;102530;40.0;3;320;2.9;290.35;287.05;81;25000.0;3;1;1;75.0;6;1250.0;36;20;10;101460.0;;;-240.0;288.35;;298.65;;;;;5.0;5.0;-10.0;0;0.0;0.0;-60.0;0.0;0.0;0.0;0.0;0.0;;;;;6.0;6;1410.0;;;;;;;;;;48.716833, 2.384333;ORLY;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;Nuages en formation ou en train de se développer;17.200000000000045;15.200000000000045;;25.5;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;7
07149;2022-07-14T02:00:00+02:00;101990;-50.0;8;270;1.7;296.05;285.65;52;27300.0;0;;;90.0;7;5700.0;;;;100940.0;;;-290.0;;;;;;;;2.3;2.3;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;2.0;;5700.0;7.0;;7320.0;;;;;;;48.716833, 2.384333;ORLY;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;22.900000000000034;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;7
07149;2022-07-14T08:00:00+02:00;101920;20.0;1;310;2.0;296.25;288.05;60;32440.0;0;2;2;60.0;3;4600.0;30;23;11;100880.0;;;-280.0;293.25;;308.65;;;;;3.7;4.6;-10.0;0;0.0;0.0;-60.0;0.0;0.0;0.0;0.0;0.0;;;;;3.0;3;4600.0;3.0;0;8000.0;;;;;;;48.716833, 2.384333;ORLY;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;23.100000000000023;20.100000000000023;;35.5;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;7
